azim_ref,log_maa_list,log_maa_mean,log_maa_sem,maa_list,maa_mean,maa_sem,tag_model
15,"[0.13032947869039838, 0.340567120688114, 0.16610068769352715, 0.5597467806003441, 0.37896037816921085, 0.4041791070830751, 0.2908113788937885, 0.20867718507246003, 0.4136748585962395, 0.5484780465092279]",0.34415250219963855,0.04672762524307896,"[1.2886223443417213, 1.5765989482422615, 1.2011676599741556, 1.7894626106988973, 1.6098699101961456, 1.60530931904251, 1.6037507674865956, 1.3781386823566961, 1.544382402649841, 1.8507976637598393]",1.5448100308748665,0.06475273866804991,models/sound_localization/simplified_IHC0320/arch??
20,"[0.48374251708010735, 0.5608616316647695, 0.39881869893919114, 0.7080937169686653, 0.6926934444250333, 0.5179117200675964, 0.45676765393760616, 0.4182521328754638, 0.654417867731219, 0.7294805904239672]",0.562103997411362,0.039644194161300286,"[1.9241135643078409, 2.116401255719944, 1.557608330792528, 2.2030379348361686, 2.5165629252705286, 1.8703213939043566, 2.201479807481847, 1.7919332933003336, 1.9770242328493672, 2.3546855926725043]",2.0513168331135416,0.08967707753949701,models/sound_localization/simplified_IHC0320/arch??
25,"[0.704988426811672, 0.6882682788662965, 0.5567063499601083, 0.8801365554322967, 0.9815418274295249, 0.6459798595796934, 0.6039448194331866, 0.6111480150364785, 0.8475755479905963, 0.8241035541177286]",0.7344393234657581,0.04444341971518829,"[2.4418959345772158, 2.513497133272242, 1.877261304858105, 2.9828535476740776, 4.42681078466737, 2.2194564227706777, 2.795496717698503, 2.3411546743751583, 2.4442565526153026, 2.6241182167086516]",2.6666801289217306,0.21779332563245157,models/sound_localization/simplified_IHC0320/arch??
30,"[0.8336452206842958, 0.7872944873656769, 0.659923987368987, 1.0786599824418415, 1.2558883046293774, 0.7417270098841153, 0.7559202200629805, 0.8442007513467199, 1.0520434693615306, 0.9598692612466003]",0.8969172694392125,0.058580167968813185,"[2.705044030560084, 2.78656563818804, 2.1223830468082663, 4.401593023978861, 10.42899593877357, 2.4726566563270804, 3.3109764294328183, 3.60879568954617, 2.973401762249815, 2.9937987975559412]",3.780421101342065,0.7653090365682548,models/sound_localization/simplified_IHC0320/arch??
35,"[0.9512843453865251, 0.9048447138808688, 0.7829718309084625, 1.3172190803413337, 1.4421407490288483, 0.8663653302895516, 0.9197966448218303, 1.129156626952257, 1.2371086699507563, 1.1170284650585618]",1.0667916456618995,0.068387989333583,"[3.224783490057271, 3.2651964510499156, 2.47604194997767, 8.004446376450266, 15.806252926154606, 2.7930147367557407, 3.8701802026862655, 7.329381709944563, 3.567659364788739, 3.591075339182577]",5.392803254704761,1.3012819400932625,models/sound_localization/simplified_IHC0320/arch??
40,"[1.150894369404912, 1.1376706617494239, 0.9721767514487731, 1.6087630885118147, 1.525035502846318, 1.0686759613821015, 1.0828564081760181, 1.4892509571884975, 1.4113779541715727, 1.3189590341251056]",1.2765660689004537,0.0703781914834619,"[4.388786298441676, 4.566091810307183, 3.2487337268627727, 16.80109621466493, 15.695799910010756, 3.5634934653027615, 4.6982467324060115, 17.921558776620227, 4.377820744570301, 4.615272169011908]",7.987689984819852,1.9370317928915142,models/sound_localization/simplified_IHC0320/arch??
45,"[1.4197960597974202, 1.438053313919404, 1.2219776467880188, 1.8272020861042904, 1.6891891292411447, 1.3366974867669306, 1.2687532778081758, 1.7225114537851638, 1.574919275746112, 1.6083070517671627]",1.5107406781723822,0.0646584206669525,"[6.415644247401656, 7.053846826197937, 4.760685775216348, 19.159261887854807, 18.814834664118553, 5.11102654454562, 6.136076322970113, 19.406841625990097, 5.386784264972494, 6.6173275676291325]",9.886232972689676,2.028920530070859,models/sound_localization/simplified_IHC0320/arch??
50,"[1.7369075933339078, 1.8647321038657694, 1.6389980012310463, 2.162434515288, 1.9325937471814967, 1.7413359956607042, 1.5841378208900476, 1.9698939247153888, 1.724854321901023, 1.9247064339248954]",1.8280594457992279,0.05530315988210621,"[10.393117451148195, 14.769111253185857, 10.367532520631622, 23.390398067779895, 19.009366361148974, 9.020686336365381, 10.866715599820674, 22.398298072633196, 7.243860019925248, 9.862724777309992]",13.732181045994903,1.8476920469382525,models/sound_localization/simplified_IHC0320/arch??
55,"[2.2610971939813447, 2.4005413461086413, 2.235212716775824, 2.528231759182732, 2.3194874503885656, 2.4317547797236325, 1.9787473151425126, 2.331266385306771, 2.0349392595805385, 2.614351116650005]",2.3135629322840567,0.06298706789413569,"[25.600530315136, 31.184600384789363, 30.817867124675658, 35.567579064743065, 30.688964968739914, 31.316760848383897, 23.3259560644896, 32.20397463764842, 14.435331776800089, 34.470492644845194]",28.96120578302512,1.9874260866918034,models/sound_localization/simplified_IHC0320/arch??
60,"[2.6947236725964725, 2.733482736261379, 2.5149445995197373, 2.8484945915503572, 2.5925414710527948, 2.7618938541393354, 2.326787872131092, 2.578693396840556, 2.4969799551672383, 2.8082783802368003]",2.6356820529495764,0.05146727226652186,"[38.82519215367043, 35.64614159028353, 33.80838590559531, 43.47242821233158, 35.526559721011175, 35.56350667084609, 33.16030282485946, 34.53845604208984, 33.64759806273989, 35.99097110648807]",36.01795422899154,0.9712111451976763,models/sound_localization/simplified_IHC0320/arch??
65,"[2.9227811567379582, 3.1155708907130824, 2.7736406269241543, 3.093461613956489, 2.9281955032998184, 3.1508340786066515, 2.587855835625762, 2.8924426350607555, 2.7252250846266204, 2.9835205444882766]",2.9173527970039568,0.05735837132888472,"[41.44055846849015, 38.769554584355454, 35.44820063728826, 51.00335817464878, 39.51113924726403, 38.72572541690943, 35.20173640599786, 32.831651860740855, 35.18254297030675, 37.65652277569549]",38.57709905416971,1.5989808872777638,models/sound_localization/simplified_IHC0320/arch??
70,"[3.0898132317806684, 3.718024539714971, 3.1434702190223156, 3.3392600967467048, 3.289787196866039, 3.8308040952365334, 2.8445208171795513, 3.251809183639249, 2.9919311273538463, 3.151469155461141]",3.2650889663001017,0.09668889915789222,"[40.85666311298189, 55.46171307126114, 38.376902930360565, 56.187647163037354, 45.16177561205182, 57.799077956389795, 37.23463140919548, 45.81399328731742, 37.432903052574524, 38.95451790962009]",45.32798255047901,2.610199505936296,models/sound_localization/simplified_IHC0320/arch??
75,"[3.3727835247310405, 4.062331703324195, 3.8410171671322524, 3.61889665184214, 3.8007747630769533, 3.938415247716961, 3.11688247786376, 3.3833721263077945, 3.316386408386503, 3.3384774499283743]",3.578933752030997,0.10018775127928367,"[42.63647940947697, 65.6500090130144, 58.57817882688519, 62.13533787475481, 59.88024058775409, 65.5989397458416, 39.462928616336086, 45.60468389700304, 41.25907377211758, 41.467333707785464]",52.22732054509693,3.4815245135180364,models/sound_localization/simplified_IHC0320/arch??
0,"[-0.03535170259955156, 0.04655700517533377, -0.1968452833963311, 0.4293331646878869, 0.5908499680777363, -0.0362113351167469, -0.018597832997271708, 0.42006764182064543, 0.26168195386939364, 0.7375630201412346]",0.21990465996623296,0.09902895407580724,"[1.0306730932805557, 1.0951456410514746, 0.8599862991840176, 1.6167757255503006, 1.855838234672447, 1.0255006138494116, 1.0115083323002851, 1.5857580191162217, 1.339964940073924, 2.273758767277495]",1.3694909666356132,0.14372681420955724,models/sound_localization/simplified_IHC0050/arch??
5,"[0.0226355373251698, 0.08897499366560446, -0.11739228871194164, 0.4461320215073506, 0.6212600042770805, 0.03421239242674682, 0.04637013749345606, 0.4544498562573889, 0.3542807186467382, 0.7702225540705577]",0.2721145926958151,0.09400632863732743,"[1.0845432382647393, 1.1195484061947933, 0.9306630476816004, 1.635545378460866, 1.917628880670704, 1.1072439000368333, 1.084687151380115, 1.6175780118898286, 1.4642540550902057, 2.334841641611893]",1.429653371128158,0.1423453271818398,models/sound_localization/simplified_IHC0050/arch??
10,"[0.10606981927355702, 0.1746238777450605, 0.05322699952009457, 0.5079659376248403, 0.6702876951370512, 0.14901637160323786, 0.13481299964917803, 0.4622146361312504, 0.5241996211678419, 0.7955817741988357]",0.35779997320509477,0.08389428496658699,"[1.1586389506854575, 1.195865375398788, 1.077283364372741, 1.7262316041431038, 2.0124546549087907, 1.2011366935051295, 1.1676672926039864, 1.6098838665628106, 1.7340859307011354, 2.3484301330372745]",1.5231677865919218,0.13673194866455177,models/sound_localization/simplified_IHC0050/arch??
15,"[0.21140625304098, 0.3146184091822424, 0.30703232354005344, 0.5708411918845128, 0.7609139957426726, 0.3167104013186603, 0.28078455898819515, 0.5442194222041193, 0.7539174288896442, 0.8502174908351621]",0.49106614756262423,0.07438024342288264,"[1.2576435092990164, 1.4071632064334327, 1.40828909543782, 1.813275882238809, 2.175358097307839, 1.3945368429979748, 1.3412258035512057, 1.7568873477958764, 2.252530924859119, 2.4082571554839785]",1.7215167865405072,0.13469621727746542,models/sound_localization/simplified_IHC0050/arch??
20,"[0.40287618565055955, 0.515992634022245, 0.559665177664311, 0.711870297714218, 0.9224196858193524, 0.5530936276324275, 0.4775009337538301, 0.7579046580307865, 1.0222322935145824, 1.0143781991829395]",0.6937933692985252,0.0721240367821864,"[1.512474171955125, 1.7886160523724197, 1.8553753807983397, 2.07132747470866, 2.540286561809106, 1.7537951478449674, 1.6309241597776314, 2.243588771821046, 3.0888428160708004, 2.7865380910949753]",2.127176862825307,0.16663095156041918,models/sound_localization/simplified_IHC0050/arch??
25,"[0.5499251614386285, 0.6728579791827386, 0.7553390145567042, 0.8522640451640572, 1.0851378764170667, 0.7476968445689729, 0.6360507122303367, 0.9283341019882272, 1.1421784664149037, 1.1883585562331185]",0.8558142758194753,0.0705197394690667,"[1.751205886002486, 2.1659806268792243, 2.299243867172224, 2.3788468893189227, 3.0013707728167383, 2.146297017913785, 1.9325550882408882, 2.804457807309507, 3.4316611310172664, 3.3125557007748703]",2.522417478744591,0.18383637652165358,models/sound_localization/simplified_IHC0050/arch??
30,"[0.7747483268177987, 0.9037233609267178, 1.0035628740310485, 1.051557810900966, 1.2805316007832712, 0.98449232082362, 0.9145933513447843, 1.1369278690234899, 1.3022188180028056, 1.4618886109670515]",1.0814244943621554,0.06716796802833089,"[2.1993756483953812, 2.7351829956495375, 2.9725597849348784, 2.901429680986295, 3.7602784564541047, 2.743471761645113, 2.600685239058446, 3.5718163099829865, 4.041159158606258, 4.4333860077073535]",3.1959345043420355,0.22623874437765834,models/sound_localization/simplified_IHC0050/arch??
35,"[1.0553667358959729, 1.171495779752564, 1.2134167853121491, 1.3018926089651328, 1.5665032302362853, 1.225033389552631, 1.229993154743377, 1.3470379636515244, 1.5169130129604607, 1.74301117325985]",1.3370663834329948,0.06643187683586635,"[2.9703965920731457, 3.6432542440310023, 3.704863249091217, 3.772939569075392, 5.358663486402084, 3.544432414101255, 3.7318588759847415, 4.543247273322617, 5.142239252981673, 6.136042748386096]",4.254793770544922,0.31560750746086896,models/sound_localization/simplified_IHC0050/arch??
40,"[1.372883456496325, 1.4860020129200064, 1.4734126695035352, 1.5751280556894864, 1.848955998073915, 1.482576047551275, 1.5881523019155186, 1.5768674990587002, 1.7982282362829338, 2.0660388429094705]",1.6268245120401166,0.06724370913831525,"[4.2593501356026024, 5.232236184380107, 4.958382681087467, 4.99983126842897, 8.193385619170543, 4.727516447750606, 5.777290146666933, 6.1009123533743805, 7.31394437523495, 9.162080123734667]",6.072492933543122,0.5149672425464442,models/sound_localization/simplified_IHC0050/arch??
45,"[1.7545449456298432, 1.8685899453394137, 1.764668071528374, 1.883805609562564, 2.2737767884555447, 1.7936197777911207, 1.9991784409878885, 1.8735929778193643, 2.1470180808998203, 2.440633426744661]",1.9799428064758593,0.07391242551503636,"[6.943351231904238, 8.238998939292715, 6.882758661010905, 6.955389056942188, 20.371446686559, 6.741035886251377, 9.903805285236276, 8.609686142507883, 11.051673686438455, 14.56834143939497]",10.0266487015538,1.388563265539116,models/sound_localization/simplified_IHC0050/arch??
50,"[2.2072400351509405, 2.368619329925543, 2.1517294923548165, 2.2695738017823186, 2.4929141543937363, 2.2259384391437256, 2.415518023506485, 2.194426341741699, 2.5598790837539678, 2.813215731439048]",2.369905443319228,0.06544496690953534,"[13.194204606540415, 16.279121615802968, 11.892746696505968, 10.846348180580145, 22.399701865765223, 12.50016157781964, 18.535114573469794, 13.331767546509491, 22.477713178652703, 26.412564806183934]",16.786944464783026,1.7072422033505514,models/sound_localization/simplified_IHC0050/arch??
55,"[2.658725098921707, 2.9301605184588406, 2.7162691467256206, 2.765806833741431, 2.91350784535922, 2.7060963928702377, 2.757573186357851, 2.751891988373987, 2.73573363242897, 3.107389750498571]",2.8043154393736436,0.04337550702617236,"[27.171582354006915, 34.23701692808607, 34.855613963387036, 27.4892162044208, 36.32153541210979, 29.869355931933242, 30.897259783975073, 32.77685064106624, 27.674513158928402, 37.01223795171662]",31.830518232963016,1.1803932189827198,models/sound_localization/simplified_IHC0050/arch??
60,"[2.9461520861032207, 3.2465716869310426, 2.8958207878283573, 3.040609991942184, 3.0874504866158152, 2.9325405616638043, 2.9878540282255397, 2.93834827792481, 3.048402427223555, 3.3265937590215047]",3.0450344093479833,0.04485430678642609,"[37.08375828691489, 49.00116835989572, 36.7176988856174, 37.747811799933395, 38.73860960972434, 36.972293238533034, 38.33260856971477, 36.54998602312009, 38.35298145794523, 41.67570651260076]",39.11726227439996,1.1950855753234644,models/sound_localization/simplified_IHC0050/arch??
65,"[3.236918463561768, 3.4781752407702626, 3.161134618122471, 3.226794935140056, 3.3108475301595526, 3.211068088977139, 3.2390529221616924, 3.207791600859378, 3.2705622804281997, 3.495330591848441]",3.283767627202896,0.036055124697413565,"[41.27725387204287, 51.08655268814116, 39.27725620464203, 39.688883650493935, 41.34550751514115, 40.12302531833683, 41.103313737567525, 39.61833731740748, 40.7867096955604, 43.945034798552975]",41.82518747978863,1.1116543806886794,models/sound_localization/simplified_IHC0050/arch??
70,"[3.4848065452995063, 3.8622285842310036, 3.5334741292085696, 3.5770645626506696, 3.667728518806065, 3.4925667686208897, 3.6252119862044903, 3.506138828215885, 3.7532569843715327, 3.7268789596428733]",3.6229355867251485,0.040398743891408295,"[43.84309288344155, 57.86985533174292, 44.139631764788845, 45.58140403256866, 48.30705068988481, 43.32312883517309, 46.63748518129139, 44.205792453807824, 49.65345016092584, 49.201136394375034]",47.2762027728,1.3848531160587838,models/sound_localization/simplified_IHC0050/arch??
75,"[4.073564958504217, 4.219526299828037, 4.0051801408647405, 4.094629628144806, 4.2393490397908105, 3.988467106960775, 4.03317910954113, 3.9301318006957184, 4.12166442967828, 4.067973062994954]",4.077366557700347,0.03083203909185811,"[68.71697502479189, 77.79086051917065, 66.82020804592892, 68.90466434679412, 72.91166274031481, 66.50277022453737, 67.72847674828677, 65.9748782736175, 69.69017731439064, 68.23949118454401]",69.32801644223767,1.1274557343284828,models/sound_localization/simplified_IHC0050/arch??
